2.40542 -0.757176 5.64567 0.0482145 -0.0357122
2.11507 2.89652 0.523321 0.0519698 0.0299856
-1.16386 1.84947 4.35785 -0.0208293 -0.0562685
0.394081 -0.183412 5.28643 0.0325817 -0.0503829
-0.916509 0.0939734 0.00556905 0.0599991 0.000334141
2.92327 0.921664 5.04884 0.0198084 -0.0566359
-2.47895 0.745659 6.17889 0.059674 -0.00624623
-1.80631 -2.56866 4.49346 -0.0130311 -0.0585678
-2.37505 -0.703633 5.93472 0.0563939 -0.0204872
-2.75538 3.46778 4.10839 -0.0340764 -0.0493842
0.0897469 2.3438 4.68639 -0.00155966 -0.0599797
-1.45113 0.944029 3.82043 -0.046698 -0.0376735
-0.0246705 3.28729 5.45329 0.0404971 -0.0442717
1.92347 0.169174 5.63797 0.0479384 -0.036082
-0.687263 2.71285 5.09272 0.0222737 -0.0557125
-1.02214 2.12603 5.07541 0.0213061 -0.0560897
-3.00309 3.11656 5.00404 0.0172521 -0.0574662
-2.92471 -2.16738 3.58507 -0.054196 -0.0257447
2.76139 -1.05399 0.125653 0.059527 0.00751934
-3.33562 -0.278378 0.631482 0.0484292 0.0354205
-1.8049 3.28166 5.84309 0.0542826 -0.0255616
2.45519 -1.66331 4.67068 -0.00250187 -0.0599478
-0.876996 1.79194 4.5973 -0.00688995 -0.0596031
1.20348 0.215358 6.08567 0.0588334 -0.011774
-0.418362 2.99898 5.36319 0.0363496 -0.0477358
1.53856 -1.53883 4.43862 -0.0162216 -0.0577656
0.976361 -1.05146 4.59578 -0.00698063 -0.0595925
-2.31031 -0.430378 5.90382 0.0557341 -0.0222196
2.32277 -1.21137 5.37097 0.0367197 -0.0474517
2.776 -1.06745 5.55487 0.0447777 -0.0399369
3.19141 0.590731 4.58316 -0.00773229 -0.0594997
2.5354 -0.440158 5.6776 0.0493301 -0.0341546
-0.70554 2.17386 4.8935 0.0108073 -0.0590187
2.89495 -0.146458 5.36183 0.0362843 -0.0477855
3.17798 2.92631 5.77536 0.0524281 -0.0291769
2.69247 0.971037 5.69972 0.0500736 -0.033055
0.838507 -1.56255 4.75681 0.00266413 -0.0599408
-1.3178 -0.370402 0.0121076 0.0599956 0.000726436
-2.1966 -1.59487 4.39621 -0.0186564 -0.0570258
-0.594438 -2.34105 4.37444 -0.0198932 -0.0566062
-2.80171 -2.6356 3.79021 -0.047815 -0.0362453
1.85229 3.40109 0.264156 0.0579188 0.0156657
1.28828 -0.847547 4.61777 -0.00566879 -0.0597316
-0.899112 -1.46302 5.45305 0.0404864 -0.0442815
0.609671 -1.81292 5.36641 0.0365031 -0.0476186
1.60444 -2.64349 3.95556 -0.0411971 -0.0436211
-2.32686 1.69808 5.66357 0.048846 -0.0348435
3.17164 -3.1538 5.48384 0.0418305 -0.0430141
-2.27358 -1.84872 4.47495 -0.0141126 -0.0583167
1.65858 1.09553 6.26934 0.0599943 -0.000830579
0.994474 1.84194 0.916179 0.0365313 0.0475969
-2.52644 0.134769 6.0579 0.0584838 -0.0134032
-3.04025 -2.06251 2.97743 -0.0591934 0.00980543
2.26137 0.494747 5.6194 0.0472598 -0.0369663
-3.15706 -2.41713 3.95416 -0.0412581 -0.0435634
-2.04062 2.7223 6.03421 0.0581499 -0.0147848
3.48964 -3.15117 4.8813 0.0100863 -0.0591462
-2.99004 3.49935 4.83451 0.00730889 -0.0595532
0.639305 -2.26144 4.07138 -0.0358802 -0.0480896
-0.74348 2.86503 5.22404 0.0293769 -0.0523163
-1.0032 0.342585 4.11538 -0.0337302 -0.0496213
-0.332181 1.28171 4.70534 -0.000422914 -0.0599985
0.219669 1.77133 4.84655 0.00802561 -0.0594608
3.46059 0.512813 5.23574 0.0299874 -0.0519688
1.76453 0.899555 6.18923 0.0597354 -0.00562917
1.75795 2.35153 0.679938 0.0466567 0.0377247
2.64261 2.31308 6.14317 0.0594128 -0.00837338
1.73134 2.84065 0.605772 0.0493238 0.0341638
1.1882 -0.0415173 5.4438 0.0400754 -0.0446538
2.33979 2.72679 0.138698 0.0594238 0.0082952
1.05044 -1.79359 4.79566 0.00499035 -0.0597921
-1.88977 1.375 4.92282 0.0125328 -0.0586765
-1.19145 -1.90915 4.95181 0.0142285 -0.0582885
0.9334 -1.96435 4.77558 0.00378913 -0.0598802
0.0784621 3.27048 4.8347 0.00732059 -0.0595517
0.333312 1.5068 5.07223 0.0211278 -0.0561571
-0.190587 0.619171 5.01811 0.0180587 -0.0572179
-0.320523 -1.16474 5.58884 0.0461082 -0.0383931
-0.444532 3.49602 5.1932 0.0277501 -0.0531971
0.719258 2.33012 6.1971 0.0597778 -0.00515859
1.23265 -0.149035 4.85692 0.00864189 -0.0593744
-1.36673 1.45464 4.66492 -0.00284689 -0.0599324
0.831317 -3.23493 3.9161 -0.0428861 -0.0419617
1.40161 1.22163 0.136073 0.0594454 0.00813921
-1.07805 -2.23659 4.44724 -0.0157232 -0.0579032
0.919986 1.61777 0.0890176 0.0597624 0.00533401
1.67316 -2.11283 4.37579 -0.0198168 -0.056633
1.32244 1.07901 0.238821 0.058297 0.0141935
0.226313 -2.91648 4.68659 -0.00154752 -0.05998
2.67001 1.29299 5.94739 0.0566489 -0.0197713
-2.7094 -0.99643 5.112 0.0233435 -0.0552728
0.671582 1.14276 5.40262 0.0382029 -0.0462659
1.93986 -1.5098 5.0341 0.0189716 -0.0569217
-2.15951 3.36315 5.13226 0.0244583 -0.0547886
2.31078 -1.20283 5.40006 0.0380843 -0.0463636
-0.427486 3.18576 5.31628 0.0340709 -0.049388
1.88322 1.40072 0.242243 0.0582481 0.0143928
1.30557 -0.842746 4.88204 0.0101302 -0.0591386
3.1259 2.89666 5.67043 0.049084 -0.0345074
-2.08317 2.02669 4.44214 -0.0160182 -0.0578223
-1.40163 2.81005 5.32896 0.0346946 -0.0489519
2.6274 -0.0414326 5.03629 0.0190958 -0.0568802
-2.35419 -1.61191 4.93124 0.0130266 -0.0585688
-0.0378289 -0.280123 5.25065 0.0307587 -0.0515161
-0.0110285 -1.48726 5.3201 0.0342595 -0.0492574
1.3191 1.58982 6.18203 0.0596933 -0.00605921
0.732115 -0.0812048 5.06475 0.0207068 -0.0563137
1.55161 -2.27643 4.06233 -0.0363142 -0.0477628
-0.00748507 -2.68105 4.80708 0.0056731 -0.0597312
